method,path,New_cat_cols,model_path,schedul_path,JS divergence,Utility_XGBoost,Utility_logistic_r,matrix_distance
one_hot_encoding,datasets/online_shoppers/online_shoppers_ohe.csv,"['Administrative_0', 'Administrative_1', 'Administrative_2', 'Administrative_3', 'Administrative_4', 'Administrative_5', 'Administrative_6', 'Administrative_7', 'Administrative_8', 'Administrative_9', 'Administrative_10', 'Administrative_11', 'Administrative_12', 'Administrative_13', 'Administrative_14', 'Administrative_15', 'Administrative_16', 'Administrative_17', 'Administrative_18', 'Administrative_19', 'Administrative_20', 'Administrative_21', 'Administrative_22', 'Administrative_23', 'Administrative_24', 'Administrative_26', 'Informational_0', 'Informational_1', 'Informational_2', 'Informational_3', 'Informational_4', 'Informational_5', 'Informational_6', 'Informational_7', 'Informational_8', 'Informational_9', 'Informational_10', 'Informational_11', 'Informational_12', 'Informational_13', 'Informational_14', 'Informational_16', 'Informational_24', 'SpecialDay_0.0', 'SpecialDay_0.2', 'SpecialDay_0.4', 'SpecialDay_0.6', 'SpecialDay_0.8', 'SpecialDay_1.0', 'Month_Aug', 'Month_Dec', 'Month_Feb', 'Month_Jul', 'Month_June', 'Month_Mar', 'Month_May', 'Month_Nov', 'Month_Oct', 'Month_Sep', 'OperatingSystems_1', 'OperatingSystems_2', 'OperatingSystems_3', 'OperatingSystems_4', 'OperatingSystems_5', 'OperatingSystems_6', 'OperatingSystems_7', 'OperatingSystems_8', 'Browser_1', 'Browser_2', 'Browser_3', 'Browser_4', 'Browser_5', 'Browser_6', 'Browser_7', 'Browser_8', 'Browser_9', 'Browser_10', 'Browser_11', 'Browser_12', 'Browser_13', 'Region_1', 'Region_2', 'Region_3', 'Region_4', 'Region_5', 'Region_6', 'Region_7', 'Region_8', 'Region_9', 'TrafficType_1', 'TrafficType_2', 'TrafficType_3', 'TrafficType_4', 'TrafficType_5', 'TrafficType_6', 'TrafficType_7', 'TrafficType_8', 'TrafficType_9', 'TrafficType_10', 'TrafficType_11', 'TrafficType_12', 'TrafficType_13', 'TrafficType_14', 'TrafficType_15', 'TrafficType_16', 'TrafficType_17', 'TrafficType_18', 'TrafficType_19', 'TrafficType_20', 'VisitorType_New_Visitor', 'VisitorType_Other', 'VisitorType_Returning_Visitor', 'Weekend_False', 'Weekend_True']",datasets/online_shoppers/models/ctgan_online_shoppers_one_hot_encoding_model.pkl,datasets/online_shoppers/training_schedules/ctgan_online_shoppers_one_hot_encoding_losses.png,,,,
label_encoding,datasets/online_shoppers/online_shoppers_label.csv,"['Administrative', 'Informational', 'SpecialDay', 'Month', 'OperatingSystems', 'Browser', 'Region', 'TrafficType', 'VisitorType', 'Weekend', 'Revenue']",datasets/online_shoppers/models/ctgan_online_shoppers_label_encoding_model.pkl,datasets/online_shoppers/training_schedules/ctgan_online_shoppers_label_encoding_losses.png,,,,
frequency_encoding,datasets/online_shoppers/online_shoppers_frequency.csv,"['Administrative', 'Informational', 'SpecialDay', 'Month', 'OperatingSystems', 'Browser', 'Region', 'TrafficType', 'VisitorType', 'Weekend', 'Revenue']",datasets/online_shoppers/models/ctgan_online_shoppers_frequency_encoding_model.pkl,datasets/online_shoppers/training_schedules/ctgan_online_shoppers_frequency_encoding_losses.png,,,,
original,datasets/online_shoppers/online_shoppers_original.csv,[],,,,,,
